(0.3545420467853546, 0)
(0.24607205390930176, 0)
(0.3267052471637726, 0)
(0.27929747104644775, 0)
(0.2767656743526459, 0)
(0.31818491220474243, 0)
(0.37241077423095703, 0)
(0.41729286313056946, 0)
(0.3064941167831421, 0)
(0.3584389090538025, 0)
(0.21624363958835602, 0)
(0.3192898631095886, 0)
(0.3081305921077728, 0)
(0.28892019391059875, 0)
(0.37400728464126587, 0)
(0.35886073112487793, 0)
(0.337215393781662, 0)
(0.23563311994075775, 0)
(0.1995929479598999, 0)
(0.5259000658988953, 0)
(0.527452290058136, 0)
(0.2856709957122803, 0)
(0.2913092076778412, 0)
(0.30484703183174133, 0)
(0.27586495876312256, 0)
(0.4013636112213135, 0)
(0.28690487146377563, 0)
(0.2512832581996918, 0)
(0.2867025136947632, 0)
(0.3770240843296051, 0)
(0.44067952036857605, 0)
(0.32534345984458923, 0)
(0.2415180504322052, 0)
(0.23188623785972595, 0)
(0.3000088334083557, 0)
(0.24220618605613708, 0)
(0.31678757071495056, 0)
(0.33326563239097595, 0)
(0.31821826100349426, 0)
(0.2651331126689911, 0)
(0.29706573486328125, 0)
(0.30673936009407043, 0)
(0.3517008423805237, 0)
(0.2954385280609131, 0)
(0.42465054988861084, 0)
(0.42952394485473633, 0)
(0.5804940462112427, 0)
(0.4352605640888214, 0)
(0.3164251148700714, 0)
(0.33017563819885254, 0)
(0.30944377183914185, 0)
(0.406058132648468, 0)
(0.3125145137310028, 0)
(0.2401697337627411, 0)
(0.28180304169654846, 0)
(0.315254271030426, 0)
(0.30458831787109375, 0)
(0.3370235562324524, 0)
(0.2564983665943146, 0)
(0.3011960983276367, 0)
(0.311244934797287, 0)
(0.3632274866104126, 0)
(0.38045305013656616, 0)
(0.2768687605857849, 0)
(0.42683878540992737, 0)
(0.40842482447624207, 0)
(0.44583752751350403, 0)
(0.34620505571365356, 0)
(0.3611333668231964, 0)
(0.22569505870342255, 0)
(0.2885023057460785, 0)
(0.36089104413986206, 0)
(0.40911218523979187, 0)
(0.2749909460544586, 0)
(0.30500736832618713, 0)
(0.37514686584472656, 0)
(0.2232195883989334, 0)
(0.4625014066696167, 0)
(0.2493700534105301, 0)
(0.4378858804702759, 0)
(0.37455785274505615, 0)
(0.2834128737449646, 0)
(0.33091405034065247, 0)
(0.35122567415237427, 0)
(0.22922907769680023, 0)
(0.25108546018600464, 0)
(0.2504202723503113, 0)
(0.2986299693584442, 0)
(0.26878559589385986, 0)
(0.28780245780944824, 0)
(0.4293888211250305, 0)
(0.5332645177841187, 0)
(0.5231483578681946, 0)
(0.3779081106185913, 0)
(0.3706215023994446, 0)
(0.5476622581481934, 0)
(0.27243199944496155, 0)
(0.3640907406806946, 0)
(0.3305508494377136, 0)
(0.3286614418029785, 0)
(0.29303306341171265, 0)
(0.24944958090782166, 0)
(0.26621517539024353, 0)
(0.45152875781059265, 0)
(0.30182117223739624, 0)
(0.40497514605522156, 0)
(0.37767183780670166, 0)
(0.2709325850009918, 0)
(0.2347344160079956, 0)
(0.4638254642486572, 0)
(0.4454113841056824, 0)
(0.4035226106643677, 0)
(0.25210243463516235, 0)
(0.32266831398010254, 0)
(0.32759934663772583, 0)
(0.3312878906726837, 0)
(0.3028493821620941, 0)
(0.3173668086528778, 0)
(0.33819010853767395, 0)
(0.40093690156936646, 0)
(0.30563440918922424, 0)
(0.268001526594162, 0)
(0.2666819393634796, 0)
(0.36837100982666016, 0)
(0.3790544867515564, 0)
(0.4293892979621887, 0)
(0.20259621739387512, 0)
(0.24242670834064484, 0)
(0.26121100783348083, 0)
(0.3367372751235962, 0)
(0.4547489285469055, 0)
(0.29395389556884766, 0)
(0.23975011706352234, 0)
(0.19750577211380005, 0)
(0.19980297982692719, 0)
(0.5584372282028198, 0)
(0.4310082793235779, 0)
(0.2314356416463852, 0)
(0.2607887387275696, 0)
(0.474078893661499, 0)
(0.3153611123561859, 0)
(0.35892048478126526, 0)
(0.2705015540122986, 0)
(0.3389972746372223, 0)
(0.25356265902519226, 0)
(0.3387701213359833, 0)
(0.5400005578994751, 0)
(0.4421598017215729, 0)
(0.27610355615615845, 0)
(0.3510037958621979, 0)
(0.4655904173851013, 0)
(0.4607169032096863, 0)
(0.3026028871536255, 0)
(0.2429833859205246, 0)
(0.2525310814380646, 0)
(0.2478509098291397, 0)
(0.2598673403263092, 0)
(0.26503825187683105, 0)
(0.299588143825531, 0)
(0.2621448338031769, 0)
(0.2613498270511627, 0)
(0.25308531522750854, 0)
(0.33586472272872925, 0)
(0.42885836958885193, 0)
(0.30985918641090393, 0)
(0.2400539666414261, 0)
(0.40341895818710327, 0)
(0.5000650882720947, 0)
(0.3028849959373474, 0)
(0.2890901565551758, 0)
(0.21073390543460846, 0)
(0.24039669334888458, 0)
(0.3533790409564972, 0)
(0.25227099657058716, 0)
(0.2142183929681778, 0)
(0.2261451631784439, 0)
(0.3851582109928131, 0)
(0.322883278131485, 0)
(0.26161542534828186, 0)
(0.30964526534080505, 0)
(0.4668474495410919, 0)
(0.26474323868751526, 0)
(0.27600517868995667, 0)
(0.3058367669582367, 0)
(0.29635244607925415, 0)
(0.3828226625919342, 0)
(0.302325963973999, 0)
(0.32388895750045776, 0)
(0.327628493309021, 0)
(0.27455899119377136, 0)
(0.3791843056678772, 0)
(0.29546013474464417, 0)
(0.2934991419315338, 0)
(0.3091690242290497, 0)
(0.3416159749031067, 0)
(0.30562832951545715, 0)
(0.32525336742401123, 0)
(0.3216065466403961, 0)
(0.27637943625450134, 0)
(0.2926218807697296, 0)
(0.30729401111602783, 0)
(0.36385515332221985, 0)
(0.35094282031059265, 0)
(0.31829336285591125, 0)
(0.35898876190185547, 0)
(0.26312512159347534, 0)
(0.3420164883136749, 0)
(0.356033593416214, 0)
(0.2775835394859314, 0)
(0.3264668881893158, 0)
(0.306562215089798, 0)
(0.3245159983634949, 0)
(0.26457586884498596, 0)
(0.29946619272232056, 0)
(0.2745252847671509, 0)
(0.3314098119735718, 0)
(0.27298101782798767, 0)
(0.28597843647003174, 0)
(0.26840975880622864, 0)
(0.3391624987125397, 0)
(0.276298463344574, 0)
(0.2867984175682068, 0)
(0.3434358239173889, 0)
(0.2866809666156769, 0)
(0.3388963043689728, 0)
(0.35227546095848083, 0)
(0.3088754713535309, 0)
(0.280823290348053, 0)
(0.2964964210987091, 0)
(0.2976885139942169, 0)
(0.3381154537200928, 0)
(0.3392035961151123, 0)
(0.3193795084953308, 0)
(0.2988913357257843, 0)
(0.32255789637565613, 0)
(0.33212366700172424, 0)
(0.31419578194618225, 0)
(0.37462368607521057, 0)
(0.31106722354888916, 0)
(0.3470298945903778, 0)
(0.3613494038581848, 0)
(0.3938077688217163, 1)
(0.39972710609436035, 1)
(0.377885103225708, 1)
(0.4893355071544647, 1)
(0.4494176208972931, 1)
(0.5297956466674805, 1)
(0.34745100140571594, 1)
(0.38906222581863403, 1)
(0.486966073513031, 1)
(0.3523469567298889, 1)
(0.3038748800754547, 1)
(0.3886960744857788, 1)
(0.47770214080810547, 1)
(0.305419385433197, 1)
(0.4579099416732788, 1)
(0.386242151260376, 1)
(0.4268564283847809, 1)
(0.484832227230072, 1)
(0.306314617395401, 1)
(0.3252491056919098, 1)
(0.3176284730434418, 1)
(0.5461652874946594, 1)
(0.36531972885131836, 1)
(0.43410632014274597, 1)
(0.3192090690135956, 1)
(0.41992300748825073, 1)
(0.5380052328109741, 1)
(0.6571364402770996, 1)
(0.5181995034217834, 1)
(0.4174538254737854, 1)
(0.5472939014434814, 1)
(0.39392805099487305, 1)
(0.31876513361930847, 1)
(0.36692124605178833, 1)
(0.4310806095600128, 1)
(0.42912301421165466, 1)
(0.4283430278301239, 1)
(0.3202020525932312, 1)
